mes,temperatura_c,umidade_relativa,velocidade_vento_kmh,precipitacao_mm,dias_sem_chuva,ndvi,indice_fwi,latitude,longitude,altitude_m,tipo_cobertura,ocorrencia_foco
1,19.1,49.1,17.8,11.7,7,0.553,11.9,-20.2204,-70.6351,334.0,cerrado,0
7,32.1,47.9,12.6,3.0,8,0.47,18.5,-2.9194,-59.0506,433.0,cerrado,0
12,27.4,28.2,14.0,3.5,0,0.616,14.1,-4.0583,-36.5393,316.0,agricultura,0
7,32.4,43.9,4.4,2.9,11,0.477,18.0,0.6616,-35.3959,585.0,cerrado,1
8,38.7,50.7,6.5,2.6,14,0.579,22.5,-12.1851,-51.6452,685.0,cerrado,1
5,28.1,31.1,1.9,1.9,11,0.46,16.4,-21.193,-61.999,155.0,agricultura,1
2,24.7,54.8,8.1,4.7,5,0.706,11.5,-17.3989,-39.9383,575.0,floresta,0
7,22.6,25.1,15.0,3.8,13,0.536,18.9,-21.8305,-38.365,198.0,pastagem,1
11,26.1,53.7,8.1,5.4,3,0.738,11.1,-8.5895,-62.1088,124.0,floresta,0
2,26.4,54.1,18.4,7.1,3,0.054,14.0,-14.1994,-44.6344,936.0,urbano,1
11,26.0,51.8,7.0,6.6,4,0.584,11.1,-11.4458,-35.953,749.0,cerrado,0
5,37.4,29.1,5.3,0.9,18,0.443,25.5,-7.4479,-56.7127,280.0,agricultura,1
7,36.4,34.7,6.2,0.8,7,0.563,19.4,-23.9116,-70.7394,898.0,cerrado,1
2,28.3,56.6,16.0,4.4,3,0.568,14.4,0.9962,-40.6592,87.0,agricultura,0
8,31.5,60.5,27.4,3.5,11,0.529,23.2,-31.221,-47.0551,206.0,agricultura,0
3,32.1,55.3,34.1,4.9,2,0.621,21.1,-23.7,-43.6713,248.0,cerrado,0
4,27.9,64.1,14.8,0.3,5,0.346,15.2,-28.269,-47.5993,503.0,pastagem,1
9,29.7,31.1,17.9,2.3,13,0.646,22.8,-17.3722,-57.2112,1624.0,cerrado,1
1,21.1,52.9,2.4,3.1,5,0.756,8.6,2.8993,-35.4187,141.0,floresta,0
6,31.2,17.5,3.1,0.6,13,0.436,20.4,-1.5772,-49.1036,195.0,cerrado,1
8,36.0,19.1,4.6,3.2,14,0.254,22.9,-14.2515,-52.9885,772.0,pastagem,1
2,37.1,45.5,23.3,10.5,4,0.755,20.7,-17.7172,-51.74,417.0,floresta,0
4,28.2,62.2,23.1,6.3,2,0.387,15.3,-31.5065,-43.455,673.0,pastagem,0
5,29.9,50.9,39.2,1.2,20,0.438,31.7,-14.3613,-49.637,533.0,agricultura,1
8,28.3,16.6,4.5,1.0,10,0.577,18.0,-23.324,-71.0578,615.0,cerrado,1
12,30.2,53.4,8.9,0.9,2,0.918,13.6,-32.9636,-62.8997,64.0,floresta,0
11,20.9,43.6,1.9,0.0,3,0.378,8.7,-0.8895,-53.4709,398.0,pastagem,0
3,30.2,56.8,2.6,3.5,2,0.787,10.9,-5.5489,-67.395,1054.0,floresta,0
1,31.3,72.9,7.6,3.6,4,0.735,12.8,2.7061,-39.7685,1610.0,floresta,0
1,29.7,54.6,4.7,1.8,5,0.701,13.4,-15.2098,-42.9358,619.0,floresta,0
8,32.1,37.4,4.8,4.9,13,0.469,19.0,-14.1235,-43.7379,1565.0,cerrado,1
2,30.3,77.5,5.8,3.0,3,0.581,11.1,-11.6879,-55.2939,581.0,pastagem,1
3,28.7,65.5,25.1,6.3,1,0.551,15.4,0.5266,-62.4007,575.0,cerrado,1
11,24.9,50.9,20.2,7.6,6,0.485,15.4,-25.1759,-40.4831,617.0,agricultura,0
11,35.4,61.9,4.0,8.7,4,0.445,13.3,-30.3948,-59.8886,243.0,agricultura,0
11,26.6,50.1,19.9,2.5,4,0.205,16.2,-7.7633,-51.6598,264.0,urbano,0
4,31.1,65.0,5.0,3.9,6,0.399,13.4,-13.6448,-62.2836,210.0,pastagem,1
8,23.3,44.2,2.4,1.7,10,0.934,13.0,-10.4813,-34.6965,229.0,floresta,0
8,38.1,21.6,5.7,0.8,17,0.8,25.9,0.7179,-45.6981,139.0,floresta,1
3,33.9,62.1,11.8,15.0,3,0.561,13.2,1.4447,-35.41,546.0,cerrado,0
7,33.1,36.6,4.4,9.8,14,0.459,19.0,-18.615,-35.5731,238.0,pastagem,0
7,35.2,44.5,14.6,2.2,11,0.555,22.4,-6.835,-65.63,372.0,pastagem,1
5,35.2,48.0,6.0,2.2,13,0.778,20.6,-14.2987,-44.7648,511.0,floresta,0
10,25.4,65.7,12.4,14.1,4,0.412,10.0,-11.8776,-55.3714,1053.0,pastagem,0
9,35.2,34.4,4.0,3.5,6,0.563,17.2,-2.106,-48.7924,146.0,cerrado,1
7,29.8,49.2,9.5,1.6,11,0.513,18.2,-22.3754,-55.3663,674.0,pastagem,0
9,30.6,27.5,4.5,6.7,10,0.645,17.1,-29.523,-71.7157,395.0,cerrado,1
10,32.5,44.2,7.7,2.7,1,0.797,14.1,-7.0746,-46.7625,196.0,floresta,1
7,36.9,8.0,32.2,3.2,13,0.468,31.8,-21.397,-54.5017,396.0,pastagem,1
4,25.2,59.2,6.7,3.9,6,0.279,11.7,-21.6868,-68.6547,764.0,urbano,0
10,25.1,50.1,3.0,8.3,4,0.231,9.3,-28.2426,-47.7934,763.0,pastagem,0
9,30.4,42.8,10.0,1.0,12,0.557,19.7,3.1639,-67.6256,203.0,cerrado,1
12,30.9,36.3,10.1,21.8,5,0.403,12.8,-1.3015,-38.9373,432.0,pastagem,0
2,24.0,52.2,10.1,14.7,4,0.555,9.5,-5.2243,-73.1554,432.0,cerrado,0
6,34.4,43.6,14.0,2.4,9,0.808,20.9,-12.354,-57.1629,132.0,floresta,1
12,31.0,47.6,6.4,11.8,5,0.55,12.9,-31.888,-60.2863,318.0,pastagem,1
7,32.6,42.9,15.0,0.6,10,0.669,21.3,3.9001,-38.6698,369.0,floresta,1
12,32.0,53.3,9.3,0.7,3,0.392,15.1,-25.5468,-44.2529,1393.0,pastagem,0
1,26.8,59.6,2.9,2.6,2,0.709,9.5,-5.8216,-63.421,643.0,floresta,0
1,27.1,67.1,16.5,21.3,4,0.451,10.5,-12.2138,-60.4443,453.0,agricultura,0
10,24.1,71.4,10.7,3.5,3,0.67,10.1,-22.316,-48.5428,672.0,floresta,0
5,37.1,39.1,14.5,3.7,10,0.721,22.8,-15.6516,-35.284,318.0,cerrado,0
7,29.9,28.2,3.2,1.3,10,0.62,17.4,-11.0941,-57.7432,604.0,cerrado,1
6,34.4,32.5,17.2,1.4,11,0.438,23.8,-6.3206,-40.6135,167.0,agricultura,1
5,32.7,45.6,37.9,1.1,19,0.201,32.4,-4.6857,-45.2861,257.0,urbano,1
12,23.8,47.7,3.0,3.2,12,0.745,13.9,-31.6823,-45.7481,292.0,floresta,1
2,25.6,57.9,18.9,11.7,2,0.792,12.1,0.0997,-64.4478,68.0,floresta,0
10,33.5,55.4,10.8,3.3,5,0.389,16.5,-5.6477,-72.8091,822.0,pastagem,1
11,28.8,58.8,9.3,3.2,2,0.658,12.3,-3.2667,-55.2183,812.0,floresta,0
8,29.0,25.9,17.4,1.6,16,0.734,24.4,-19.8062,-49.6416,203.0,floresta,1
5,34.2,15.8,16.1,1.2,16,0.661,27.1,-6.6259,-54.8954,109.0,cerrado,1
2,27.4,66.2,22.2,2.1,5,0.431,16.7,-9.7338,-58.6279,620.0,cerrado,0
9,46.8,49.6,3.3,3.2,12,0.538,24.2,-20.1481,-62.4599,221.0,pastagem,1
6,34.1,16.5,22.8,2.0,6,0.595,23.9,-26.6159,-39.6244,698.0,cerrado,1
2,26.5,64.4,12.3,3.1,4,0.518,12.7,-10.8528,-67.2099,619.0,cerrado,0
5,38.7,51.0,1.9,0.6,11,0.61,20.0,-3.7407,-73.7853,923.0,cerrado,0
12,20.6,67.2,6.7,14.4,3,0.567,5.5,-19.9,-69.6732,257.0,cerrado,1
4,28.4,55.0,11.0,1.1,3,0.329,13.7,-0.0258,-56.2881,306.0,agricultura,0
3,36.0,48.7,6.6,9.3,4,0.518,15.2,0.0076,-51.5947,222.0,cerrado,0
9,32.5,39.0,8.5,0.1,17,0.47,23.2,-4.0409,-46.0989,76.0,agricultura,1
3,21.1,63.0,5.9,6.0,4,0.316,7.9,-28.1384,-51.5647,411.0,urbano,0
12,26.4,61.1,51.2,6.2,5,0.418,24.5,-13.4972,-48.6108,1059.0,pastagem,1
11,33.8,57.8,15.2,0.8,3,0.183,17.3,4.3319,-69.3253,398.0,urbano,0
12,29.5,47.0,10.0,0.9,5,0.687,15.5,-23.1349,-56.4368,223.0,floresta,1
11,24.6,65.1,3.9,6.4,4,0.545,8.7,-31.63,-45.6154,19.0,cerrado,0
3,25.3,65.7,22.3,0.9,7,0.355,17.0,-13.3,-61.0304,247.0,pastagem,0
3,25.8,62.4,13.8,17.1,2,0.637,9.2,-22.8744,-63.7052,308.0,cerrado,0
5,34.4,39.3,4.3,0.9,14,0.416,21.1,-4.8674,-62.9661,613.0,pastagem,1
6,38.4,58.2,4.3,5.9,7,0.405,17.0,2.7846,-58.8324,778.0,agricultura,0
11,32.2,52.5,8.6,16.2,4,0.298,12.4,-16.6155,-73.8496,96.0,urbano,0
9,34.8,53.4,10.0,1.4,14,0.346,21.9,-2.6614,-37.8328,284.0,pastagem,1
8,27.7,29.2,14.9,2.0,14,0.52,21.7,-5.8134,-65.7632,507.0,agricultura,1
11,22.7,73.3,9.1,1.4,3,0.331,9.3,-7.4995,-39.7322,808.0,pastagem,0
8,35.1,52.8,15.9,1.0,12,0.573,22.9,-31.7732,-71.7561,274.0,cerrado,1
5,27.6,34.5,6.6,3.7,13,0.635,18.0,-5.4419,-62.8333,869.0,cerrado,1
5,32.1,57.9,9.1,1.3,9,0.398,17.6,-3.4457,-52.2658,532.0,pastagem,1
7,34.2,43.6,22.8,2.0,14,0.456,26.0,-30.1517,-68.2216,435.0,cerrado,0
2,23.4,49.5,16.4,2.5,5,0.408,14.3,1.5053,-34.511,266.0,agricultura,0
9,28.9,33.5,9.5,1.1,16,0.776,21.5,-15.4148,-51.5389,560.0,floresta,1
8,32.6,51.6,12.0,2.8,11,0.604,19.9,-3.6839,-41.7209,70.0,pastagem,1
9,35.0,49.1,9.1,1.1,14,0.535,22.1,-6.4766,-62.8914,393.0,pastagem,1
7,37.2,25.3,2.7,3.2,9,0.874,19.9,-2.6218,-66.3967,711.0,floresta,1
10,30.4,58.3,28.2,0.9,2,0.414,19.1,-32.1511,-40.104,485.0,agricultura,0
12,28.3,62.4,4.5,9.1,3,0.538,9.6,-8.5564,-65.169,450.0,pastagem,0
7,30.0,31.9,7.1,0.5,9,0.579,18.0,-20.9221,-58.6769,262.0,agricultura,1
6,28.7,66.3,45.5,1.4,12,0.804,27.9,-18.7278,-44.3791,507.0,floresta,0
2,26.0,62.8,3.7,2.3,5,0.729,10.7,-27.8481,-64.6587,751.0,floresta,0
10,29.6,59.3,8.7,9.1,1,0.578,10.7,-11.291,-47.8062,452.0,agricultura,0
11,29.3,74.3,23.9,1.1,6,0.496,18.2,-5.5703,-35.7581,705.0,cerrado,1
9,24.6,33.6,32.4,3.2,10,0.603,23.0,-23.7409,-52.4726,20.0,cerrado,1
11,24.9,72.1,13.7,5.4,5,0.42,11.9,-27.0681,-63.1901,461.0,pastagem,0
11,32.8,40.0,22.4,4.2,4,0.471,20.1,3.1509,-36.3987,607.0,cerrado,0
10,28.3,54.6,8.0,2.7,4,0.168,13.0,-23.7978,-37.3429,898.0,urbano,0
7,27.3,50.6,0.5,1.0,14,0.937,15.9,-20.5197,-49.0212,813.0,floresta,0
2,37.4,78.8,21.1,15.9,3,0.357,16.2,0.4949,-43.9563,1515.0,pastagem,0
1,27.9,50.7,9.3,2.7,5,0.629,14.0,-17.0975,-43.9204,1135.0,cerrado,0
3,29.5,49.3,7.3,16.0,3,0.847,10.6,-20.415,-56.1958,268.0,floresta,0
6,34.6,44.8,6.8,6.1,18,0.435,22.5,-30.36,-63.3932,450.0,pastagem,1
9,31.5,30.5,15.6,1.2,19,0.736,26.2,-3.0475,-71.3336,137.0,floresta,1
6,30.1,34.8,15.5,0.2,12,0.45,22.0,-5.0355,-72.1016,141.0,cerrado,1
1,36.5,70.5,9.6,12.8,3,0.553,13.5,-22.6393,-71.8745,196.0,pastagem,0
3,32.0,53.5,13.2,12.7,4,0.455,14.3,-9.8465,-64.4372,250.0,cerrado,1
12,31.3,36.4,3.7,16.2,5,0.277,12.1,-30.8134,-69.4947,120.0,agricultura,0
12,30.3,44.4,8.1,5.0,3,0.475,13.7,-24.177,-72.0952,531.0,pastagem,1
5,29.0,38.1,3.8,2.2,14,0.672,18.3,-2.1883,-50.6695,244.0,floresta,1
10,33.1,37.6,3.7,3.3,1,0.771,13.5,3.0123,-60.406,627.0,floresta,0
9,29.6,34.4,12.3,1.0,10,0.342,19.7,-3.695,-34.0267,339.0,pastagem,1
12,29.1,43.3,10.0,7.0,4,0.503,13.9,-5.6215,-47.2964,192.0,cerrado,1
11,21.4,79.7,6.6,13.7,6,0.786,6.6,-7.6436,-36.4406,546.0,floresta,0
8,24.8,64.0,7.8,3.4,8,0.222,12.6,-30.2099,-71.4096,2005.0,urbano,0
5,34.3,25.3,13.1,1.7,11,0.557,23.0,-11.8995,-63.525,295.0,pastagem,1
8,29.8,41.1,15.9,4.4,15,0.55,22.1,-7.3894,-42.749,800.0,cerrado,1
4,20.0,48.5,14.1,1.1,0,0.789,9.9,-3.9965,-49.2687,78.0,floresta,0
5,35.2,34.3,1.8,10.5,15,0.481,19.6,-5.9708,-59.5127,366.0,agricultura,1
8,41.5,59.6,0.8,0.4,16,0.524,22.9,-20.4819,-40.3707,418.0,pastagem,1
7,38.6,32.4,4.9,1.6,10,0.46,21.5,-10.9609,-53.9815,927.0,cerrado,1
7,32.0,34.6,0.8,2.1,13,0.415,18.5,-2.3125,-37.3424,869.0,pastagem,1
5,33.0,26.7,26.0,2.2,11,0.5,26.1,-14.1729,-52.1071,286.0,agricultura,1
5,36.6,51.8,7.6,4.1,9,0.708,19.0,-17.3327,-50.4887,902.0,floresta,1
1,32.5,20.8,2.9,2.0,4,0.612,15.9,-29.5765,-61.6112,203.0,agricultura,1
8,31.6,32.7,7.5,2.3,13,0.525,20.5,-12.2043,-70.8002,425.0,agricultura,0
7,33.1,37.4,1.4,3.1,12,0.352,18.3,-6.0782,-73.4661,1391.0,pastagem,0
12,29.2,52.1,2.9,15.2,8,0.233,11.6,-19.5478,-62.452,236.0,urbano,0
7,35.2,48.4,7.1,1.2,14,0.655,21.6,-4.4005,-39.991,769.0,cerrado,0
6,32.5,52.4,6.2,1.9,15,0.442,20.2,4.7498,-60.4817,232.0,agricultura,0
1,27.5,43.1,7.0,5.5,5,0.659,13.1,-25.1115,-40.6527,723.0,cerrado,1
3,33.5,85.1,13.4,10.0,1,0.571,11.9,-9.3779,-34.359,497.0,cerrado,0
5,37.8,20.9,18.7,3.0,15,0.466,28.3,-20.2409,-56.7561,347.0,pastagem,1
5,34.9,53.5,10.4,1.2,14,0.546,22.1,-23.784,-56.5777,123.0,pastagem,1
5,39.9,39.8,19.4,1.6,15,0.566,28.4,-11.7707,-39.942,301.0,cerrado,1
5,31.5,32.0,6.3,1.7,16,0.581,21.7,-18.4112,-51.5924,633.0,cerrado,1
10,34.5,55.1,21.2,1.6,3,0.557,19.5,-9.4422,-40.716,1940.0,cerrado,1
2,30.2,59.6,10.6,8.1,6,0.06,14.2,-7.8102,-45.9116,620.0,urbano,0
4,41.1,62.5,17.6,7.8,5,0.533,20.6,-17.3276,-59.0193,944.0,agricultura,1
2,23.2,49.0,6.4,1.6,8,0.57,12.9,-32.4833,-48.1782,344.0,cerrado,0
4,25.2,57.2,10.2,8.6,6,0.52,12.0,1.6808,-72.8802,366.0,cerrado,0
9,34.7,28.8,35.2,11.7,16,0.296,30.1,3.5526,-53.9466,382.0,agricultura,1
1,29.6,45.4,10.1,2.3,7,0.55,16.5,-22.5519,-70.4199,1572.0,agricultura,1
5,40.8,28.2,18.6,0.5,14,0.381,29.1,-0.2756,-51.9354,325.0,pastagem,1
1,25.3,46.2,20.2,2.3,1,0.36,14.5,1.6759,-41.5135,176.0,pastagem,1
12,31.6,55.0,14.9,5.6,2,0.682,15.0,-24.6124,-67.5947,107.0,floresta,0
9,37.6,43.2,16.8,0.1,13,0.623,25.7,-14.5867,-58.1859,238.0,floresta,1
3,30.8,61.4,6.4,8.6,8,0.587,14.0,-29.9511,-52.1528,100.0,cerrado,0
3,24.2,83.7,4.8,8.0,4,0.738,7.1,-16.1312,-65.9198,582.0,cerrado,0
2,33.6,33.5,3.9,6.3,5,0.404,15.4,-21.3468,-72.6828,431.0,pastagem,1
6,37.9,43.6,12.9,1.8,13,0.566,24.3,-26.7985,-73.9424,655.0,agricultura,1
10,30.4,60.1,9.9,1.8,3,0.493,13.8,-11.876,-63.7825,894.0,agricultura,0
8,33.8,47.8,12.3,2.5,19,0.572,24.8,-28.1125,-61.7283,218.0,cerrado,0
11,28.9,68.6,3.3,8.7,5,0.495,10.2,-19.58,-55.4105,500.0,agricultura,0
5,32.7,36.0,5.4,1.1,13,0.263,20.4,-0.1957,-40.064,426.0,urbano,1
4,30.6,62.1,18.2,7.6,3,0.683,15.1,-7.1726,-57.3444,242.0,floresta,0
6,33.1,29.1,11.1,11.3,13,0.788,20.7,-2.381,-70.6608,237.0,floresta,1
3,24.6,67.4,10.6,52.0,4,0.591,1.4,-24.1335,-60.9393,883.0,agricultura,0
12,23.8,37.5,8.1,7.7,4,0.836,11.2,-11.6425,-61.7598,469.0,floresta,0
3,25.0,69.3,5.0,7.1,7,0.476,10.2,-21.8621,-51.2042,135.0,pastagem,0
6,33.9,37.7,21.7,1.6,11,0.558,24.6,-15.8015,-48.0565,697.0,cerrado,1
7,32.9,32.2,24.2,1.0,12,0.521,25.9,-9.8633,-73.9798,268.0,cerrado,1
1,28.9,57.2,10.2,9.5,4,0.172,12.4,-18.5328,-52.4056,475.0,urbano,0
6,35.0,36.1,8.8,0.9,11,0.426,21.4,-12.8915,-64.1495,43.0,cerrado,1
6,30.5,53.6,25.4,2.3,14,0.59,24.4,-10.65,-43.5398,269.0,cerrado,1
4,33.9,98.8,5.6,7.6,3,0.889,10.2,-28.1102,-60.5022,578.0,floresta,0
2,26.9,74.6,6.7,27.3,6,0.804,6.7,-32.1778,-37.3698,179.0,floresta,0
1,26.3,53.2,17.6,6.2,2,0.551,13.4,-29.5955,-58.106,106.0,cerrado,0
1,29.9,67.6,6.6,3.3,5,0.498,12.8,0.5469,-59.9822,264.0,pastagem,1
6,25.7,46.1,9.8,3.5,10,0.611,15.8,4.4661,-68.6223,553.0,floresta,0
2,24.8,48.9,1.1,7.5,5,0.509,9.3,-27.4419,-67.0074,835.0,cerrado,0
12,31.9,44.9,24.6,17.2,7,0.544,18.9,-19.5904,-47.0363,777.0,cerrado,1
3,21.1,59.2,16.6,14.0,4,0.363,9.8,-20.3459,-51.1402,712.0,agricultura,0
8,37.5,47.7,20.7,0.6,14,0.563,26.9,-10.4188,-51.9923,1091.0,cerrado,1
9,39.0,18.7,4.4,0.7,14,0.352,24.7,-21.2993,-68.6789,865.0,agricultura,0
6,31.5,29.3,28.2,0.4,14,0.255,27.8,3.3321,-69.7656,600.0,urbano,1
11,29.2,66.9,9.1,10.7,3,0.568,10.8,-26.0481,-56.4736,485.0,cerrado,0
2,32.5,60.5,21.9,2.4,2,0.535,17.7,-14.7284,-35.867,432.0,cerrado,0
3,26.1,77.0,12.7,16.6,7,0.561,10.6,-24.6177,-57.1805,307.0,agricultura,0
4,31.5,43.1,17.1,11.2,3,0.562,15.8,-17.7543,-37.8487,387.0,cerrado,0
2,25.3,88.2,13.4,9.0,8,0.538,11.7,-25.3684,-35.2976,228.0,agricultura,0
4,26.1,41.5,6.6,28.9,3,0.223,6.8,-29.6559,-69.5569,692.0,urbano,0
4,24.8,35.7,2.1,2.3,3,0.381,10.6,1.251,-37.0219,151.0,pastagem,1
10,29.4,59.3,23.1,11.3,0,0.905,14.0,-10.861,-45.1416,722.0,floresta,0
4,32.6,46.4,0.5,7.1,5,0.88,12.9,-7.4877,-70.1953,1847.0,floresta,0
11,27.3,59.5,18.5,5.2,5,0.584,15.4,-17.6382,-44.8881,115.0,cerrado,0
10,22.9,59.1,23.1,13.3,8,0.562,14.7,-27.0144,-54.2696,687.0,cerrado,0
11,23.7,57.7,2.7,4.4,3,0.56,8.3,3.837,-68.4099,290.0,agricultura,0
2,29.6,49.9,6.9,6.6,5,0.651,13.3,-20.1121,-64.4759,877.0,cerrado,0
12,35.4,65.2,2.4,13.8,4,0.602,11.6,-4.8835,-45.6649,524.0,pastagem,0
8,34.6,34.2,5.8,0.9,13,0.407,21.5,1.3272,-61.2339,138.0,pastagem,1
12,26.5,73.2,20.5,3.1,1,0.864,13.0,-11.7191,-35.9213,440.0,floresta,0
5,36.1,35.8,17.0,6.6,15,0.443,25.3,-17.4123,-41.1912,526.0,pastagem,0
12,27.0,48.4,15.4,2.4,2,0.371,14.2,-23.2481,-51.8407,334.0,agricultura,0
8,31.5,17.7,7.0,0.7,9,0.617,19.6,-31.0959,-48.9687,472.0,cerrado,1
1,24.2,57.9,0.6,4.9,4,0.567,8.3,-30.2412,-37.242,320.0,pastagem,0
5,38.6,22.8,3.2,1.8,10,0.858,21.6,-7.523,-61.1776,330.0,floresta,1
2,17.8,43.8,8.1,0.8,3,0.436,9.0,1.9605,-41.638,51.0,pastagem,0
12,31.2,66.3,3.9,0.3,5,0.231,13.2,-4.1878,-56.0486,95.0,urbano,0
4,26.1,38.7,18.6,8.4,2,0.506,14.2,-21.2974,-39.1466,105.0,pastagem,0
3,26.4,76.9,28.8,32.5,3,0.826,10.4,-28.6828,-71.3917,220.0,floresta,0
7,39.8,39.9,12.6,0.5,8,0.648,23.0,-25.2784,-45.2831,96.0,cerrado,1
6,30.1,37.5,2.7,7.3,12,0.275,16.6,-0.4097,-41.66,144.0,urbano,0
2,25.3,47.6,23.7,1.3,5,0.404,17.6,-23.492,-49.4681,483.0,pastagem,0
10,27.5,69.2,10.6,11.5,8,0.552,12.7,-12.3549,-62.2593,652.0,cerrado,0
11,29.7,60.0,9.6,9.3,4,0.41,12.4,4.7986,-68.0808,338.0,pastagem,0
9,31.2,29.8,14.5,2.8,16,0.793,24.0,4.9614,-44.4365,471.0,floresta,1
8,26.7,40.4,3.3,0.5,14,0.05,17.3,-24.8046,-68.8748,497.0,urbano,0
5,29.5,17.8,7.1,3.9,11,0.704,19.1,3.4214,-40.2267,1402.0,cerrado,1
7,38.1,18.4,9.1,3.7,12,0.718,24.1,-21.2711,-53.955,93.0,floresta,1
7,33.3,24.6,11.8,3.5,15,0.739,23.9,-1.3646,-58.7173,366.0,floresta,1
2,29.8,64.2,12.7,5.1,1,0.787,12.5,-24.0446,-64.5332,100.0,floresta,0
1,27.0,60.0,14.5,13.2,2,0.34,10.9,-31.5179,-73.3445,479.0,pastagem,0
4,25.4,72.6,5.9,1.5,7,0.423,11.6,-2.4675,-37.7889,150.0,pastagem,0
6,39.7,27.0,1.7,4.0,9,0.463,20.5,-15.6709,-49.8245,273.0,pastagem,1
2,27.2,66.9,8.0,13.6,3,0.682,9.0,4.4676,-45.9642,92.0,cerrado,0
2,26.2,58.6,8.8,0.3,5,0.511,13.0,-19.5538,-35.052,323.0,agricultura,1
11,32.4,48.7,1.6,2.0,4,0.468,13.5,-19.0689,-65.2526,342.0,agricultura,0
5,30.1,42.6,5.7,2.3,5,0.36,14.6,-11.4804,-71.4913,334.0,pastagem,0
8,30.6,37.2,11.0,5.3,23,0.621,25.2,-2.7758,-54.6113,699.0,pastagem,1
7,33.0,30.5,6.5,3.3,15,0.786,21.8,-32.2111,-57.1575,443.0,floresta,1
9,33.0,38.5,10.7,4.0,11,0.507,20.3,-8.8994,-71.4501,223.0,agricultura,1
9,34.0,36.4,6.2,1.9,11,0.67,20.0,-23.7721,-55.1077,393.0,floresta,1
4,36.4,58.2,15.3,9.8,4,0.542,17.2,-24.4717,-52.3448,242.0,agricultura,1
11,29.3,55.0,4.1,2.5,5,0.503,12.9,-29.6594,-69.3282,144.0,cerrado,0
5,23.5,22.3,9.7,6.3,15,0.898,18.4,-32.6774,-46.1901,231.0,floresta,1
11,29.3,60.9,10.0,10.3,2,0.817,11.1,-21.455,-60.1711,179.0,floresta,0
5,33.2,28.4,18.1,2.7,20,0.21,28.1,-8.4226,-51.4263,665.0,urbano,1
2,28.2,47.8,7.4,12.4,6,0.344,12.3,-16.7521,-48.5163,945.0,pastagem,0
10,29.0,57.1,28.6,3.0,7,0.542,20.8,-28.5798,-59.6717,399.0,cerrado,1
1,27.9,68.8,27.8,10.0,8,0.183,18.3,-14.3337,-44.5805,170.0,urbano,0
10,27.8,62.2,4.4,2.1,3,0.56,10.8,-1.7262,-47.7885,1093.0,cerrado,0
1,30.5,53.6,9.4,6.3,5,0.342,14.3,-1.2208,-71.6963,1756.0,agricultura,0
3,25.8,53.1,3.0,3.0,0,0.427,8.5,-10.9073,-68.6344,70.0,agricultura,0
8,29.2,45.6,13.7,3.4,10,0.46,18.6,-12.026,-72.2064,353.0,agricultura,0
12,40.1,31.2,6.4,5.7,4,0.82,18.9,-19.0999,-39.2121,200.0,floresta,1
5,30.1,47.6,10.5,5.1,17,0.05,21.1,-14.4195,-60.0319,101.0,urbano,1
2,28.4,37.5,7.9,4.6,5,0.561,14.3,-3.6693,-52.7692,523.0,pastagem,0
3,22.0,43.0,49.9,9.0,2,0.649,21.3,-16.5636,-52.8675,172.0,cerrado,0
11,28.5,53.8,8.6,8.9,6,0.42,13.1,-1.0467,-55.0798,159.0,agricultura,0
9,29.3,64.0,8.0,1.2,19,0.95,20.6,-9.6745,-58.0143,839.0,floresta,0
2,26.2,80.1,19.0,4.0,4,0.799,13.3,-17.5301,-60.1839,371.0,floresta,0
5,37.2,46.5,20.9,0.4,8,0.441,23.9,2.0595,-63.6336,699.0,pastagem,1
4,29.9,64.3,11.7,29.0,4,0.498,8.9,0.726,-64.5401,951.0,pastagem,0
3,30.3,37.7,21.3,8.0,3,0.483,17.5,-17.8507,-48.1628,1790.0,pastagem,0
11,20.9,61.9,44.5,0.0,5,0.459,21.2,-4.8302,-45.8968,400.0,pastagem,1
8,40.3,31.4,7.5,0.8,19,0.113,27.8,2.3058,-64.2564,1034.0,urbano,1
3,23.2,50.2,3.4,12.9,5,0.745,8.1,-10.6308,-68.53,642.0,floresta,0
8,39.1,39.9,12.9,2.2,12,0.579,24.5,2.6123,-43.1228,487.0,cerrado,1
5,37.1,32.3,19.9,3.1,14,0.617,27.0,-29.9666,-71.047,475.0,cerrado,1
1,30.3,70.4,27.0,14.4,4,0.315,16.2,2.6485,-51.9336,527.0,urbano,0
6,29.6,14.8,14.7,8.8,14,0.743,22.2,-7.0947,-54.5709,390.0,floresta,0
3,28.6,60.9,9.8,8.6,1,0.556,10.6,-26.9907,-46.1454,106.0,cerrado,0
3,26.1,49.5,5.0,1.7,3,0.447,11.2,-28.4301,-42.1508,201.0,agricultura,0
11,28.1,55.1,23.2,3.0,6,0.538,18.4,-5.2342,-37.1183,44.0,pastagem,1
9,32.0,41.7,12.2,0.7,12,0.755,21.2,-23.5243,-63.048,598.0,floresta,1
2,19.8,46.6,1.8,9.1,2,0.153,5.6,-31.7069,-72.4622,98.0,urbano,0
11,32.5,62.0,35.2,0.8,4,0.785,22.9,-25.3398,-51.2267,155.0,floresta,0
7,32.7,35.5,3.6,1.0,12,0.316,19.3,-29.0084,-58.6802,190.0,pastagem,1
11,26.1,52.1,20.2,14.5,3,0.593,13.0,-26.525,-56.2365,401.0,cerrado,1
9,30.8,32.4,11.4,6.8,14,0.425,20.9,-12.8932,-40.3694,622.0,pastagem,0
